ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0090136,epithelial cell-cell adhesion,2/92,17/18986,0.117647059,24.27877238,6.700382183,0.003012687,0.017593216,0.011240896,KIT/CYP1B1,2
BP,GO:2001212,regulation of vasculogenesis,2/92,17/18986,0.117647059,24.27877238,6.700382183,0.003012687,0.017593216,0.011240896,XDH/KDR,2
BP,GO:0050000,chromosome localization,4/92,123/18986,0.032520325,6.711205373,4.434168677,0.003021261,0.017611206,0.011252391,CDK1/AURKB/NEK2/CCNB1,4
BP,GO:0097479,synaptic vesicle localization,3/92,60/18986,0.05,10.31847826,5.044620061,0.003086057,0.01795626,0.011472857,CDK5/SNCA/DNM1,3
BP,GO:0015749,monosaccharide transmembrane transport,4/92,124/18986,0.032258065,6.657082749,4.410082995,0.003110557,0.018066027,0.011542991,PIK3R1/PLA2G1B/PRKCB/SLC2A1,4
BP,GO:0072659,protein localization to plasma membrane,6/92,295/18986,0.020338983,4.197347089,3.862084592,0.003120257,0.018089589,0.011558046,PIK3R1/CDK5/AR/PRKCZ/PRKCH/PRKCE,6
BP,GO:0007051,spindle organization,5/92,204/18986,0.024509804,5.058077579,4.066322034,0.003148759,0.018221877,0.011642569,PLK1/AURKB/NEK2/CCNB1/AURKA,5
BP,GO:2000146,negative regulation of cell motility,7/92,398/18986,0.01758794,3.629615469,3.699599472,0.00320918,0.018538073,0.011844597,CYP1B1/CXCL12/MIF/PTPN1/FGF2/PPARG/IGFBP3,7
BP,GO:1901991,negative regulation of mitotic cell cycle phase transition,5/92,205/18986,0.024390244,5.03340403,4.051599986,0.003215335,0.018540223,0.011845971,PLK1/CDK1/AURKB/CCNB1/CHEK1,5
BP,GO:0042306,regulation of protein import into nucleus,3/92,61/18986,0.049180328,10.14932288,4.994283443,0.003234398,0.018550053,0.011852252,PTGS2/PIK3R1/CDK1,3
BP,GO:0043030,regulation of macrophage activation,3/92,61/18986,0.049180328,10.14932288,4.994283443,0.003234398,0.018550053,0.011852252,MIF/IL6/SNCA,3
BP,GO:0060612,adipose tissue development,3/92,61/18986,0.049180328,10.14932288,4.994283443,0.003234398,0.018550053,0.011852252,PARP1/HSD17B1/PPARG,3
BP,GO:0007623,circadian rhythm,5/92,206/18986,0.024271845,5.00897003,4.036973371,0.003282922,0.018727407,0.011965569,PARP1/CDK1/TOP2A/TYMS/PPARG,5
BP,GO:0002688,regulation of leukocyte chemotaxis,4/92,126/18986,0.031746032,6.551414769,4.362700139,0.003294528,0.018727407,0.011965569,PGF/CXCL12/MIF/IL6,4
BP,GO:0006090,pyruvate metabolic process,4/92,126/18986,0.031746032,6.551414769,4.362700139,0.003294528,0.018727407,0.011965569,SLC16A3/PFKFB3/PDK4/PDK1,4
BP,GO:0010811,positive regulation of cell-substrate adhesion,4/92,126/18986,0.031746032,6.551414769,4.362700139,0.003294528,0.018727407,0.011965569,P4HB/KDR/PRKCZ/PRKCE,4
BP,GO:0034502,protein localization to chromosome,4/92,126/18986,0.031746032,6.551414769,4.362700139,0.003294528,0.018727407,0.011965569,PLK1/PARP1/CDK1/AURKB,4
BP,GO:0002830,positive regulation of type 2 immune response,2/92,18/18986,0.111111111,22.92995169,6.495317965,0.003378619,0.018897209,0.012074061,PRKCZ/IL6,2
BP,GO:0009404,toxin metabolic process,2/92,18/18986,0.111111111,22.92995169,6.495317965,0.003378619,0.018897209,0.012074061,CYP1B1/PRKCE,2
BP,GO:0010517,regulation of phospholipase activity,2/92,18/18986,0.111111111,22.92995169,6.495317965,0.003378619,0.018897209,0.012074061,PLA2G1B/SNCA,2
BP,GO:0031649,heat generation,2/92,18/18986,0.111111111,22.92995169,6.495317965,0.003378619,0.018897209,0.012074061,PTGS2/PTGES,2
BP,GO:0042574,retinal metabolic process,2/92,18/18986,0.111111111,22.92995169,6.495317965,0.003378619,0.018897209,0.012074061,CYP1B1/ALDH1A2,2
BP,GO:0070206,protein trimerization,2/92,18/18986,0.111111111,22.92995169,6.495317965,0.003378619,0.018897209,0.012074061,MIF/ALOX5AP,2
BP,GO:0071371,cellular response to gonadotropin stimulus,2/92,18/18986,0.111111111,22.92995169,6.495317965,0.003378619,0.018897209,0.012074061,CYP1B1/CCNA2,2
BP,GO:1902170,cellular response to reactive nitrogen species,2/92,18/18986,0.111111111,22.92995169,6.495317965,0.003378619,0.018897209,0.012074061,PTPN1/CCNA2,2
BP,GO:0010574,regulation of vascular endothelial growth factor production,3/92,62/18986,0.048387097,9.985624123,4.945097761,0.003387046,0.018897209,0.012074061,PTGS2/CYP1B1/IL6,3
BP,GO:0010965,regulation of mitotic sister chromatid separation,3/92,62/18986,0.048387097,9.985624123,4.945097761,0.003387046,0.018897209,0.012074061,PLK1/AURKB/CCNB1,3
BP,GO:0002832,negative regulation of response to biotic stimulus,4/92,127/18986,0.031496063,6.499828826,4.33939278,0.003389237,0.018897209,0.012074061,PARP1/MMP12/AURKB/PPARG,4
BP,GO:0051260,protein homooligomerization,5/92,208/18986,0.024038462,4.960806856,4.00800195,0.003421162,0.01904209,0.012166631,KCNA5/MIF/ALDH1A2/DNM1/ALOX5AP,5
BP,GO:0007080,mitotic metaphase chromosome alignment,3/92,63/18986,0.047619048,9.827122153,4.89701772,0.00354404,0.019691842,0.012581779,CDK1/AURKB/CCNB1,3
BP,GO:0051209,release of sequestered calcium ion into cytosol,4/92,129/18986,0.031007752,6.399056286,4.293521763,0.003584189,0.019880466,0.012702298,CALM1/PRKCE/FGF2/SNCA,4
BP,GO:0009746,response to hexose,5/92,211/18986,0.023696682,4.890274057,3.96523299,0.003636316,0.020134764,0.012864777,PTGS2/NOX4/CFTR/PRKCE/PRKCB,5
BP,GO:0051283,negative regulation of sequestering of calcium ion,4/92,130/18986,0.030769231,6.349832776,4.270948724,0.003684465,0.0203662,0.013012649,CALM1/PRKCE/FGF2/SNCA,4
BP,GO:0046824,positive regulation of nucleocytoplasmic transport,3/92,64/18986,0.046875,9.67357337,4.8500005,0.003705419,0.020446772,0.013064129,PTGS2/PIK3R1/CDK1,3
BP,GO:0035743,"CD4-positive, alpha-beta T cell cytokine production",2/92,19/18986,0.105263158,21.72311213,6.306228663,0.003764238,0.020454484,0.013069057,PRKCZ/IL6,2
BP,GO:0042402,cellular biogenic amine catabolic process,2/92,19/18986,0.105263158,21.72311213,6.306228663,0.003764238,0.020454484,0.013069057,MAOB/MAOA,2
BP,GO:0060977,coronary vasculature morphogenesis,2/92,19/18986,0.105263158,21.72311213,6.306228663,0.003764238,0.020454484,0.013069057,FGF2/PDGFRB,2
BP,GO:0061098,positive regulation of protein tyrosine kinase activity,2/92,19/18986,0.105263158,21.72311213,6.306228663,0.003764238,0.020454484,0.013069057,NOX4/PTPN1,2
BP,GO:0071318,cellular response to ATP,2/92,19/18986,0.105263158,21.72311213,6.306228663,0.003764238,0.020454484,0.013069057,PTGS2/HSP90B1,2
BP,GO:1904037,positive regulation of epithelial cell apoptotic process,2/92,19/18986,0.105263158,21.72311213,6.306228663,0.003764238,0.020454484,0.013069057,PLA2G1B/IL6,2
BP,GO:1905288,vascular associated smooth muscle cell apoptotic process,2/92,19/18986,0.105263158,21.72311213,6.306228663,0.003764238,0.020454484,0.013069057,PPARG/DNMT1,2
BP,GO:1905459,regulation of vascular associated smooth muscle cell apoptotic process,2/92,19/18986,0.105263158,21.72311213,6.306228663,0.003764238,0.020454484,0.013069057,PPARG/DNMT1,2
BP,GO:2000811,negative regulation of anoikis,2/92,19/18986,0.105263158,21.72311213,6.306228663,0.003764238,0.020454484,0.013069057,PDK4/MCL1,2
BP,GO:0008016,regulation of heart contraction,5/92,213/18986,0.023474178,4.844355991,3.937166829,0.00378505,0.020506657,0.013102391,KCNA5/CALM1/PTPN1/PDE5A/THRB,5
BP,GO:0000077,DNA damage checkpoint signaling,4/92,131/18986,0.030534351,6.30136077,4.248611285,0.003786632,0.020506657,0.013102391,RAD51/PLK1/CDK1/CHEK1,4
BP,GO:0010573,vascular endothelial growth factor production,3/92,65/18986,0.046153846,9.524749164,4.804005582,0.003871221,0.020754404,0.013260686,PTGS2/CYP1B1/IL6,3
BP,GO:0021885,forebrain cell migration,3/92,65/18986,0.046153846,9.524749164,4.804005582,0.003871221,0.020754404,0.013260686,CXCL12/CDK5/AXL,3
BP,GO:0048524,positive regulation of viral process,3/92,65/18986,0.046153846,9.524749164,4.804005582,0.003871221,0.020754404,0.013260686,P4HB/AXL/TOP2A,3
BP,GO:0051306,mitotic sister chromatid separation,3/92,65/18986,0.046153846,9.524749164,4.804005582,0.003871221,0.020754404,0.013260686,PLK1/AURKB/CCNB1,3
BP,GO:0051937,catecholamine transport,3/92,65/18986,0.046153846,9.524749164,4.804005582,0.003871221,0.020754404,0.013260686,CXCL12/PRKCB/SNCA,3
BP,GO:1903078,positive regulation of protein localization to plasma membrane,3/92,65/18986,0.046153846,9.524749164,4.804005582,0.003871221,0.020754404,0.013260686,PIK3R1/PRKCH/PRKCE,3
BP,GO:0007127,meiosis I,4/92,132/18986,0.03030303,6.253623188,4.22650506,0.003890704,0.020754738,0.013260899,RAD51/PLK1/TOP2A/AURKA,4
BP,GO:0045834,positive regulation of lipid metabolic process,4/92,132/18986,0.03030303,6.253623188,4.22650506,0.003890704,0.020754738,0.013260899,PTGS2/EEF1A2/PRKCE/PPARG,4
BP,GO:0051282,regulation of sequestering of calcium ion,4/92,132/18986,0.03030303,6.253623188,4.22650506,0.003890704,0.020754738,0.013260899,CALM1/PRKCE/FGF2/SNCA,4
BP,GO:0050679,positive regulation of epithelial cell proliferation,5/92,216/18986,0.023148148,4.777073269,3.895717064,0.004016271,0.021388977,0.013666135,MMP12/KDR/CXCL12/AR/FGF2,5
BP,GO:0010812,negative regulation of cell-substrate adhesion,3/92,66/18986,0.045454545,9.380434783,4.758994593,0.004041481,0.021416509,0.013683727,PIK3R1/MMP12/PTPN1,3
BP,GO:0045453,bone resorption,3/92,66/18986,0.045454545,9.380434783,4.758994593,0.004041481,0.021416509,0.013683727,PDK4/NOX4/IL6,3
BP,GO:0090303,positive regulation of wound healing,3/92,66/18986,0.045454545,9.380434783,4.758994593,0.004041481,0.021416509,0.013683727,PRKCE/PLAU/MYLK,3
BP,GO:0030900,forebrain development,7/92,416/18986,0.016826923,3.472564799,3.558161486,0.004088037,0.021591841,0.013795753,NR4A2/CXCL12/CDK5/AXL/FGF2/ALDH1A2/SLC2A1,7
BP,GO:0040013,negative regulation of locomotion,7/92,416/18986,0.016826923,3.472564799,3.558161486,0.004088037,0.021591841,0.013795753,CYP1B1/CXCL12/MIF/PTPN1/FGF2/PPARG/IGFBP3,7
BP,GO:0051225,spindle assembly,4/92,134/18986,0.029850746,6.160285529,4.182969281,0.004104636,0.021643853,0.013828985,PLK1/AURKB/NEK2/AURKA,4
BP,GO:0002902,regulation of B cell apoptotic process,2/92,20/18986,0.1,20.63695652,6.131102294,0.004169348,0.021698604,0.013863967,AURKB/MIF,2
BP,GO:0006085,acetyl-CoA biosynthetic process,2/92,20/18986,0.1,20.63695652,6.131102294,0.004169348,0.021698604,0.013863967,PDK4/PDK1,2
BP,GO:0032305,positive regulation of icosanoid secretion,2/92,20/18986,0.1,20.63695652,6.131102294,0.004169348,0.021698604,0.013863967,MIF/PTGES,2
BP,GO:0051767,nitric-oxide synthase biosynthetic process,2/92,20/18986,0.1,20.63695652,6.131102294,0.004169348,0.021698604,0.013863967,KDR/STAT1,2
BP,GO:0051769,regulation of nitric-oxide synthase biosynthetic process,2/92,20/18986,0.1,20.63695652,6.131102294,0.004169348,0.021698604,0.013863967,KDR/STAT1,2
BP,GO:0051900,regulation of mitochondrial depolarization,2/92,20/18986,0.1,20.63695652,6.131102294,0.004169348,0.021698604,0.013863967,PARP1/KDR,2
BP,GO:0061298,retina vasculature development in camera-type eye,2/92,20/18986,0.1,20.63695652,6.131102294,0.004169348,0.021698604,0.013863967,CYP1B1/PDGFRB,2
BP,GO:0098761,cellular response to interleukin-7,2/92,20/18986,0.1,20.63695652,6.131102294,0.004169348,0.021698604,0.013863967,P4HB/STAT1,2
BP,GO:0034284,response to monosaccharide,5/92,218/18986,0.02293578,4.733246909,3.868505534,0.004175932,0.021698604,0.013863967,PTGS2/NOX4/CFTR/PRKCE/PRKCB,5
BP,GO:0051983,regulation of chromosome segregation,4/92,135/18986,0.02962963,6.114653784,4.161531513,0.004214528,0.021863717,0.013969463,PLK1/CDK1/AURKB/CCNB1,4
BP,GO:0007162,negative regulation of cell adhesion,6/92,314/18986,0.01910828,3.943367488,3.669873987,0.004231868,0.021918203,0.014004276,PIK3R1/MMP12/CYP1B1/CXCL12/PTPN1/PDE5A,6
BP,GO:0045931,positive regulation of mitotic cell cycle,4/92,136/18986,0.029411765,6.069693095,4.140308526,0.004326393,0.02237164,0.014293992,KCNA5/CDK1/CCNB1/AURKA,4
BP,GO:0048167,regulation of synaptic plasticity,5/92,220/18986,0.022727273,4.690217391,3.841622573,0.004340085,0.022406303,0.014316139,PTGS2/KIT/CDK5/PRKCZ/SNCA,5
BP,GO:0034219,carbohydrate transmembrane transport,4/92,137/18986,0.02919708,6.025388765,4.119296471,0.004440248,0.02288655,0.014622985,PIK3R1/PLA2G1B/PRKCB/SLC2A1,4
BP,GO:0099504,synaptic vesicle cycle,5/92,222/18986,0.022522523,4.647963181,3.815060946,0.0045088,0.023202586,0.014824911,CDK5/PRKCB/SNCA/DNM1/MYLK,5
BP,GO:0035270,endocrine system development,4/92,138/18986,0.028985507,5.981726528,4.098491595,0.004556108,0.023308879,0.014892826,CYP1B1/IL6/FGF2/ALDH1A2,4
BP,GO:0010611,regulation of cardiac muscle hypertrophy,3/92,69/18986,0.043478261,8.972589792,4.629510693,0.004579369,0.023308879,0.014892826,PARP1/PDE5A/PPARG,3
BP,GO:0048857,neural nucleus development,3/92,69/18986,0.043478261,8.972589792,4.629510693,0.004579369,0.023308879,0.014892826,MAOB/CALM1/FGF2,3
BP,GO:0001780,neutrophil homeostasis,2/92,21/18986,0.095238095,19.65424431,5.968265615,0.004593756,0.023308879,0.014892826,AXL/IL6,2
BP,GO:0009310,amine catabolic process,2/92,21/18986,0.095238095,19.65424431,5.968265615,0.004593756,0.023308879,0.014892826,MAOB/MAOA,2
BP,GO:0071731,response to nitric oxide,2/92,21/18986,0.095238095,19.65424431,5.968265615,0.004593756,0.023308879,0.014892826,PTPN1/CCNA2,2
BP,GO:0090141,positive regulation of mitochondrial fission,2/92,21/18986,0.095238095,19.65424431,5.968265615,0.004593756,0.023308879,0.014892826,KDR/AURKA,2
BP,GO:0098760,response to interleukin-7,2/92,21/18986,0.095238095,19.65424431,5.968265615,0.004593756,0.023308879,0.014892826,P4HB/STAT1,2
BP,GO:0009755,hormone-mediated signaling pathway,5/92,223/18986,0.022421525,4.627120296,3.801898434,0.004594888,0.023308879,0.014892826,PARP1/AR/ALDH1A2/THRB/PPARG,5
BP,GO:0090288,negative regulation of cellular response to growth factor stimulus,4/92,139/18986,0.028776978,5.938692524,4.07789024,0.004673989,0.023672685,0.015125273,XDH/PTPN1/FGF2/PPARG,4
BP,GO:1901293,nucleoside phosphate biosynthetic process,6/92,321/18986,0.018691589,3.857375051,3.602823828,0.004707481,0.023804706,0.015209626,PDK4/PARP1/TYMS/SNCA/PDK1/PMM2,6
BP,GO:0043525,positive regulation of neuron apoptotic process,3/92,70/18986,0.042857143,8.844409938,4.588089778,0.004767815,0.024047884,0.015365001,NQO1/MCL1/CDK5,3
BP,GO:0032409,regulation of transporter activity,5/92,225/18986,0.022222222,4.585990338,3.775805731,0.004770572,0.024047884,0.015365001,MMP9/DAPK1/CFTR/CALM1/SNCA,5
BP,GO:0002702,positive regulation of production of molecular mediator of immune response,4/92,140/18986,0.028571429,5.896273292,4.057488839,0.004793909,0.024052068,0.015367674,KIT/MIF/PRKCZ/IL6,4
BP,GO:0031570,DNA integrity checkpoint signaling,4/92,140/18986,0.028571429,5.896273292,4.057488839,0.004793909,0.024052068,0.015367674,RAD51/PLK1/CDK1/CHEK1,4
BP,GO:0061982,meiosis I cell cycle process,4/92,140/18986,0.028571429,5.896273292,4.057488839,0.004793909,0.024052068,0.015367674,RAD51/PLK1/TOP2A/AURKA,4
BP,GO:0007059,chromosome segregation,7/92,429/18986,0.016317016,3.367335563,3.460762876,0.004828659,0.024188566,0.015454887,PLK1/CDK1/AURKB/NEK2/CCNB1/TOP2A/AURKA,7
BP,GO:0006837,serotonin transport,2/92,22/18986,0.090909091,18.76086957,5.816314087,0.005037271,0.025012381,0.01598125,MAOB/SNCA,2
BP,GO:0032303,regulation of icosanoid secretion,2/92,22/18986,0.090909091,18.76086957,5.816314087,0.005037271,0.025012381,0.01598125,MIF/PTGES,2
BP,GO:0034104,negative regulation of tissue remodeling,2/92,22/18986,0.090909091,18.76086957,5.816314087,0.005037271,0.025012381,0.01598125,IL6/PPARG,2
BP,GO:0072111,cell proliferation involved in kidney development,2/92,22/18986,0.090909091,18.76086957,5.816314087,0.005037271,0.025012381,0.01598125,STAT1/PDGFRB,2
BP,GO:0140896,cGAS/STING signaling pathway,2/92,22/18986,0.090909091,18.76086957,5.816314087,0.005037271,0.025012381,0.01598125,PARP1/AURKB,2
BP,GO:0008643,carbohydrate transport,4/92,142/18986,0.028169014,5.813227189,4.017272063,0.005039925,0.025012381,0.01598125,PIK3R1/PLA2G1B/PRKCB/SLC2A1,4
BP,GO:0014743,regulation of muscle hypertrophy,3/92,72/18986,0.041666667,8.598731884,4.507678525,0.005158628,0.025519823,0.016305472,PARP1/PDE5A/PPARG,3
BP,GO:0046626,regulation of insulin receptor signaling pathway,3/92,72/18986,0.041666667,8.598731884,4.507678525,0.005158628,0.025519823,0.016305472,PTPN1/PRKCZ/PRKCB,3
BP,GO:0000018,regulation of DNA recombination,4/92,143/18986,0.027972028,5.772575251,3.997449982,0.005166053,0.025519823,0.016305472,RAD51/PLK1/PARP1/CHEK1,4
BP,GO:0002440,production of molecular mediator of immune response,5/92,230/18986,0.02173913,4.486294896,3.711890746,0.005230634,0.025799097,0.016483909,KIT/MIF/AXL/PRKCZ/IL6,5
BP,GO:0050890,cognition,6/92,329/18986,0.018237082,3.763578697,3.528467636,0.005298109,0.026091761,0.016670903,PTGS2/KIT/FEN1/CDK5/BCHE/PRKCZ,6
BP,GO:0042698,ovulation cycle,3/92,73/18986,0.04109589,8.480941036,4.468633216,0.005361057,0.026361273,0.016843102,CYP1B1/CA12/AXL,3
BP,GO:2000779,regulation of double-strand break repair,4/92,145/18986,0.027586207,5.692953523,3.95836227,0.005424628,0.026633013,0.017016726,RAD51/PLK1/PARP1/CHEK1,4
BP,GO:0010800,positive regulation of peptidyl-threonine phosphorylation,2/92,23/18986,0.086956522,17.94517958,5.674058776,0.005499699,0.026878103,0.017173323,PLK1/CALM1,2
BP,GO:0010888,negative regulation of lipid storage,2/92,23/18986,0.086956522,17.94517958,5.674058776,0.005499699,0.026878103,0.017173323,IL6/PPARG,2
BP,GO:0097164,ammonium ion metabolic process,2/92,23/18986,0.086956522,17.94517958,5.674058776,0.005499699,0.026878103,0.017173323,ALDH2/BCHE,2
BP,GO:0043112,receptor metabolic process,3/92,74/18986,0.040540541,8.366333725,4.430326969,0.00556821,0.027171508,0.017360789,CDK5/PTPN1/SNCA,3
BP,GO:0001889,liver development,4/92,147/18986,0.027210884,5.615498373,3.919995834,0.005691732,0.027564489,0.017611878,IL6/ALDH1A2/TYMS/AURKA,4
BP,GO:0034763,negative regulation of transmembrane transport,4/92,147/18986,0.027210884,5.615498373,3.919995834,0.005691732,0.027564489,0.017611878,MMP9/CALM1/PRKCE/PRKCB,4
BP,GO:0045598,regulation of fat cell differentiation,4/92,147/18986,0.027210884,5.615498373,3.919995834,0.005691732,0.027564489,0.017611878,PTGS2/ALOX5/IL6/PPARG,4
BP,GO:0046887,positive regulation of hormone secretion,4/92,147/18986,0.027210884,5.615498373,3.919995834,0.005691732,0.027564489,0.017611878,CFTR/PRKCE/PRKCB/PPARG,4
BP,GO:0060048,cardiac muscle contraction,4/92,147/18986,0.027210884,5.615498373,3.919995834,0.005691732,0.027564489,0.017611878,KCNA5/CALM1/TNNC1/PDE5A,4
BP,GO:0002685,regulation of leukocyte migration,5/92,236/18986,0.021186441,4.372236551,3.637564105,0.005823244,0.028158852,0.017991636,PIK3R1/PGF/CXCL12/MIF/IL6,5
BP,GO:0009162,deoxyribonucleoside monophosphate metabolic process,2/92,24/18986,0.083333333,17.19746377,5.54048554,0.005980853,0.028482582,0.018198478,XDH/TYMS,2
BP,GO:0035162,embryonic hemopoiesis,2/92,24/18986,0.083333333,17.19746377,5.54048554,0.005980853,0.028482582,0.018198478,KIT/KDR,2
BP,GO:0045932,negative regulation of muscle contraction,2/92,24/18986,0.083333333,17.19746377,5.54048554,0.005980853,0.028482582,0.018198478,PTGS2/PDE5A,2
BP,GO:0046628,positive regulation of insulin receptor signaling pathway,2/92,24/18986,0.083333333,17.19746377,5.54048554,0.005980853,0.028482582,0.018198478,PTPN1/PRKCZ,2
BP,GO:0060252,positive regulation of glial cell proliferation,2/92,24/18986,0.083333333,17.19746377,5.54048554,0.005980853,0.028482582,0.018198478,PRKCH/IL6,2
BP,GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint,2/92,24/18986,0.083333333,17.19746377,5.54048554,0.005980853,0.028482582,0.018198478,AURKB/CCNB1,2
BP,GO:0090280,positive regulation of calcium ion import,2/92,24/18986,0.083333333,17.19746377,5.54048554,0.005980853,0.028482582,0.018198478,CXCL12/PDGFRB,2
BP,GO:1903504,regulation of mitotic spindle checkpoint,2/92,24/18986,0.083333333,17.19746377,5.54048554,0.005980853,0.028482582,0.018198478,AURKB/CCNB1,2
BP,GO:2000193,positive regulation of fatty acid transport,2/92,24/18986,0.083333333,17.19746377,5.54048554,0.005980853,0.028482582,0.018198478,MIF/PTGES,2
BP,GO:2001026,regulation of endothelial cell chemotaxis,2/92,24/18986,0.083333333,17.19746377,5.54048554,0.005980853,0.028482582,0.018198478,KDR/FGF2,2
BP,GO:0006081,cellular aldehyde metabolic process,3/92,76/18986,0.039473684,8.146167048,4.355835345,0.005996801,0.028482582,0.018198478,CYP1B1/ALDH2/ALDH1A2,3
BP,GO:0090307,mitotic spindle assembly,3/92,76/18986,0.039473684,8.146167048,4.355835345,0.005996801,0.028482582,0.018198478,PLK1/AURKB/NEK2,3
BP,GO:0019318,hexose metabolic process,5/92,238/18986,0.021008403,4.335495068,3.613337829,0.006030899,0.028602162,0.018274882,PFKFB3/PDK4/PDK1/IGFBP3/PMM2,5
BP,GO:0061008,hepaticobiliary system development,4/92,150/18986,0.026666667,5.503188406,3.863746859,0.006108645,0.028895997,0.018462623,IL6/ALDH1A2/TYMS/AURKA,4
BP,GO:0030198,extracellular matrix organization,6/92,339/18986,0.017699115,3.652558676,3.438726395,0.006110881,0.028895997,0.018462623,MMP9/MMP13/MMP12/CYP1B1/IL6/PPARG,6
BP,GO:0043062,extracellular structure organization,6/92,340/18986,0.017647059,3.641815857,3.429939187,0.006196891,0.029231459,0.018676961,MMP9/MMP13/MMP12/CYP1B1/IL6/PPARG,6
BP,GO:0006801,superoxide metabolic process,3/92,77/18986,0.038961039,8.040372671,4.31960454,0.006218295,0.029231459,0.018676961,NQO1/NOX4/PRKCE,3
BP,GO:0033135,regulation of peptidyl-serine phosphorylation,3/92,77/18986,0.038961039,8.040372671,4.31960454,0.006218295,0.029231459,0.018676961,PTGS2/IL6/SNCA,3
BP,GO:1905818,regulation of chromosome separation,3/92,77/18986,0.038961039,8.040372671,4.31960454,0.006218295,0.029231459,0.018676961,PLK1/AURKB/CCNB1,3
BP,GO:0045229,external encapsulating structure organization,6/92,341/18986,0.017595308,3.631136045,3.421184996,0.006283782,0.029496053,0.018846019,MMP9/MMP13/MMP12/CYP1B1/IL6/PPARG,6
BP,GO:0007005,mitochondrion organization,7/92,452/18986,0.015486726,3.195988842,3.297251132,0.006382032,0.029723351,0.018991247,PARP1/MMP9/MCL1/KDR/SNCA/PPARG/AURKA,7
BP,GO:0002687,positive regulation of leukocyte migration,4/92,152/18986,0.026315789,5.430778032,3.827081965,0.006397602,0.029723351,0.018991247,PIK3R1/PGF/CXCL12/IL6,4
BP,GO:0010827,regulation of D-glucose transmembrane transport,3/92,78/18986,0.038461538,7.93729097,4.284021817,0.006444626,0.029723351,0.018991247,PIK3R1/PLA2G1B/PRKCB,3
BP,GO:0032890,regulation of organic acid transport,3/92,78/18986,0.038461538,7.93729097,4.284021817,0.006444626,0.029723351,0.018991247,MIF/PTGES/SNCA,3
BP,GO:0043536,positive regulation of blood vessel endothelial cell migration,3/92,78/18986,0.038461538,7.93729097,4.284021817,0.006444626,0.029723351,0.018991247,PTGS2/KDR/FGF2,3
BP,GO:0061045,negative regulation of wound healing,3/92,78/18986,0.038461538,7.93729097,4.284021817,0.006444626,0.029723351,0.018991247,ALOX5/FGF2/PLAU,3
BP,GO:0010623,programmed cell death involved in cell development,2/92,25/18986,0.08,16.50956522,5.414723287,0.006480543,0.029723351,0.018991247,KIT/FGF2,2
BP,GO:0032727,positive regulation of interferon-alpha production,2/92,25/18986,0.08,16.50956522,5.414723287,0.006480543,0.029723351,0.018991247,MMP12/STAT1,2
BP,GO:0042953,lipoprotein transport,2/92,25/18986,0.08,16.50956522,5.414723287,0.006480543,0.029723351,0.018991247,PRKCB/PPARG,2
BP,GO:0046697,decidualization,2/92,25/18986,0.08,16.50956522,5.414723287,0.006480543,0.029723351,0.018991247,PTGS2/PARP1,2
BP,GO:0048169,regulation of long-term neuronal synaptic plasticity,2/92,25/18986,0.08,16.50956522,5.414723287,0.006480543,0.029723351,0.018991247,KIT/SNCA,2
BP,GO:0061042,vascular wound healing,2/92,25/18986,0.08,16.50956522,5.414723287,0.006480543,0.029723351,0.018991247,KDR/ALOX5,2
BP,GO:0090231,regulation of spindle checkpoint,2/92,25/18986,0.08,16.50956522,5.414723287,0.006480543,0.029723351,0.018991247,AURKB/CCNB1,2
BP,GO:1903902,positive regulation of viral life cycle,2/92,25/18986,0.08,16.50956522,5.414723287,0.006480543,0.029723351,0.018991247,P4HB/AXL,2
BP,GO:1905063,regulation of vascular associated smooth muscle cell differentiation,2/92,25/18986,0.08,16.50956522,5.414723287,0.006480543,0.029723351,0.018991247,KIT/DNMT1,2
BP,GO:2000209,regulation of anoikis,2/92,25/18986,0.08,16.50956522,5.414723287,0.006480543,0.029723351,0.018991247,PDK4/MCL1,2
BP,GO:0006997,nucleus organization,4/92,153/18986,0.026143791,5.395282751,3.808991818,0.006545429,0.0299353,0.019126668,PLK1/CDK1/PRKCB/CHEK1,4
BP,GO:0062013,positive regulation of small molecule metabolic process,4/92,153/18986,0.026143791,5.395282751,3.808991818,0.006545429,0.0299353,0.019126668,PTGS2/PRKCE/SNCA/PPARG,4
BP,GO:0046323,D-glucose import,3/92,79/18986,0.037974684,7.836818932,4.249066916,0.00667582,0.030488148,0.019479901,PIK3R1/PLA2G1B/SLC2A1,3
BP,GO:0006469,negative regulation of protein kinase activity,4/92,155/18986,0.025806452,5.325666199,3.77328335,0.006847853,0.031229329,0.019953467,PLK1/PTPN1/PRKCH/SNCA,4
BP,GO:0090049,regulation of cell migration involved in sprouting angiogenesis,3/92,80/18986,0.0375,7.738858696,4.214720461,0.006911903,0.031476647,0.020111487,PTGS2/KDR/FGF2,3
BP,GO:0001783,B cell apoptotic process,2/92,26/18986,0.076923077,15.87458194,5.296019004,0.006998584,0.031479219,0.02011313,AURKB/MIF,2
BP,GO:0002053,positive regulation of mesenchymal cell proliferation,2/92,26/18986,0.076923077,15.87458194,5.296019004,0.006998584,0.031479219,0.02011313,KDR/STAT1,2
